Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Default Umbrella,Wallpaper,Flooring,Furniture List,Furniture Name List,DIY Workbench,Kitchen Equipment,Version Added,Name Color,Bubble Color,Filename,Unique Entry ID
Bones,,,,Dog,Male,Lazy,B,Play,8/4,yip yip,K.K. Étude,A snack a day keeps the vacuum away.,Simple,Cute,Beige,Brown,7851,kiwi umbrella,classic-library wall,light wood-pattern flooring,787;832;1308;1308;1759;1759;2014;2014;3672;3672;3968;4125;4125;4125;4125;7339,tape deck;modern office chair;school chair;school chair;stack of books;stack of books;lecture-hall desk;lecture-hall desk;cardboard box;cardboard box;homework set;wooden bookshelf;wooden bookshelf;wooden bookshelf;wooden bookshelf;rubber mud mat,"3943,0_0","3270,0_0",1.0.0,#848484,#ffffff,dog04,Y3F5fcfjvypECTqSm
Boomer,,,,Penguin,Male,Lazy,B,Fitness,2/7,human,Farewell,Flying is believing.,Simple,Cool,Brown,Beige,4207,bat umbrella,iceberg wall,iceberg flooring,343;343;3500;3500;3500;3500;5337;7142;7281,tiki torch;tiki torch;frozen pillar;frozen pillar;frozen pillar;frozen pillar;three-tiered snowperson;simple DIY workbench;sleigh,7142,"3270,2_0",1.0.0,#fffad4,#798040,pgn10,jqR8knKhx3kGYTSSd
Boone,,,,Gorilla,Male,Jock,B,Fitness,9/12,baboom,Mountain Song,Never settle for second best.,Elegant,Cool,Colorful,Red,3258,camo umbrella,cabin wall,wooden-knot flooring,704;3943;4036;4037;4041;4043;4044;4117;4119;7370;8417,tapestry;ironwood DIY workbench;log decorative shelves;log wall-mounted clock;log bed;log round table;log extra-long sofa;wood-burning stove;macrame tapestry;oval entrance mat;wall-mounted tool board,"3943,4_0","3270,4_0",1.0.0,#874c25,#ffaa3b,gor02,ZgTh9dkb3k36EPZ4o
Boots,,,,Alligator,Male,Jock,A,Play,8/7,munchie,Wandering,Strength lies in muscles.,Gorgeous,Active,Colorful,Purple,3450,beach umbrella,rice-paddy wall,dirt flooring,710;1120;2754;3675;3697;4038;4309;5978;7142;7229;7393,bamboo bench;scarecrow;simple well;hay bed;portable radio;log stool;destinations signpost;bamboo lunch box;simple DIY workbench;handcart;pond stone,7142,"3270,2_0",1.0.0,#fffce9,#0ca54a,crd02,xEt4yY9KCa4KoERfM
Boris,,,,Pig,Male,Cranky,A,Nature,11/6,schnort,K.K. Oasis,Life's short. Eat chocolate.,Cool,Gorgeous,Purple,Black,3606,bat umbrella,ancient wall,rocky-mountain flooring,794;3473;3772;3772;5956;5958;5959;5959;5959;5963;7348;7348;8702;8702;8825,phonograph;golden seat;golden candlestick;golden candlestick;Aquarius urn;Sagittarius arrow;Cancer table;Cancer table;Cancer table;Pisces lamp;red carpet;red carpet;sphinx;sphinx;golden casket,"3943,3_0","3270,3_0",1.0.0,#fffad4,#194c89,pig09,KRpDTZHnRjL2jn4H6
Boyd,,,,Gorilla,Male,Cranky,A,Fitness,10/1,uh-oh,K.K. Groove,There's always time to take a second look.,Simple,Cool,Red,Black,2498,two-tone umbrella,tree-lined wall,sidewalk flooring,146;146;724;1567;1567;2553;2553;3560;3697;3943;7229;8575;9568;9619;9619,cone;cone;kettle;oil barrel;oil barrel;iron frame;iron frame;iron worktable;portable radio;ironwood DIY workbench;handcart;outdoorsy shovel;construction sign;utility pole;utility pole,"3943,3_0","3251,0_0",1.0.0,#fffce9,#7a2500,gor05,qmod2zJ2CrQtqzrxw
Bree,,,,Mouse,Female,Snooty,B,Fashion,7/7,cheeseball,K.K. Bossa,The gift says more about the giver.,Elegant,Gorgeous,Black,Blue,3696,lacy parasol,white botanical-tile wall,blue Moroccan flooring,1227;1840;2776;3775;4003;4048;4049;4051;4052;4054;4098,deluxe washer;whirlpool bath;tankless toilet;hanging terrarium;cute music player;rattan towel basket;rattan wardrobe;rattan vanity;rattan bed;rattan low table;bidet,"3943,4_0","3270,4_0",1.0.0,#848484,#ffffff,mus03,6khpEinhKwWjzZh9S
Broccolo,,,,Mouse,Male,Lazy,B,Play,6/30,eat it,I Love You,One nap leads to another.,Simple,Cute,Colorful,Yellow,2674,frog umbrella,blue playroom wall,pastel puzzle flooring,86;1559;1561;2605;3208;3623;3965;4003;5543;7134;7144;7147;7467,elephant slide;wooden-block bench;wooden-block chest;wooden simple bed;wooden-block wall clock;toy box;painting set;cute music player;wooden-block stool;wooden low table;Mom's cushion;Mom's plushie;blue dotted rug,"3122,0_0","3251,3_0",1.0.0,#fffce9,#55cfff,mus12,yH5PZX3bdHRRxhCCX
Broffina,,,,Chicken,Female,Snooty,A,Music,10/24,cluckadoo,K.K. Flamenco,Don't peck the hand that feeds you.,Gorgeous,Elegant,Black,Red,5645,black lace umbrella,purple Moroccan wall,rosewood flooring,794;1081;1288;1840;3428;3951;3954;3958;4017;4027;4117;7235;8465,phonograph;upright piano;fan palm;whirlpool bath;wall-mounted TV (50 in.);antique console table;antique clock;antique mini table;shower set;floral swag;wood-burning stove;rose bed;velvet stool,"3943,2_0","3616,4_0",1.0.0,#fff2bb,#ff791f,chn12,XSjgXrChHy9Trd5Pa
Bruce,,,,Deer,Male,Cranky,A,Nature,5/26,gruff,K.K. Blues,Nobody's perfect.,Cool,Simple,Black,Red,4366,bat umbrella,street-art wall,paintball flooring,144;146;1185;1567;1708;2553;2555;2614;3816;4226;7159;7654,manhole cover;cone;phone box;oil barrel;cassette player;iron frame;garbage can;mountain bike;streetlamp;basketball hoop;cardboard sofa;electric kick scooter,"3943,3_0","3251,4_0",1.0.0,#fffce9,#459aba,der03,dzo5NgALeJ73j3sNd
Bubbles,,,,Hippo,Female,Peppy,B,Fashion,9/18,hipster,K.K. Stroll,It's best to keep your lips and purse sealed.,Active,Cute,Purple,Pink,3290,grape umbrella,perforated-board wall,pine-board flooring,955;1744;2010;2012;3946;3960;3992;4003;4226;7264;7529;7535;7535;7614;7617,exit sign;wall clock;ball;chalkboard;outdoor table;handy water cooler;key holder;cute music player;basketball hoop;champion's pennant;folding chair;kettlebell;kettlebell;track jacket;dance-team jacket,"3943,0_0","3270,0_0",1.0.0,#fffce9,#e8b010,hip02,K4k5ieRWQieA6Fqm8
Buck,,,,Horse,Male,Jock,B,Fitness,4/4,pardner,My Place,Keep your eyes on the prize.,Active,Simple,Gray,Brown,3671,vinyl umbrella,pastel dotted wall,green vinyl flooring,85;1792;1870;2736;3205;3252;3672;4125;4756;4762;7134,train set;cushion;mug;retro fan;wooden-block stereo;LCD TV (50 in.);cardboard box;wooden bookshelf;throwback wall clock;throwback container;wooden low table,"1241,1_0","3270,0_0",1.0.0,#fffad4,#798040,hrs00,Xi74RYjLgeBB8vopx
Bud,,,,Lion,Male,Jock,B,Fitness,8/8,shredded,Aloha K.K.,You're not living unless you're sweating!,Active,Simple,Green,Yellow,6821,rainbow umbrella,tropical vista,sandy-beach flooring,664;664;669;1117;1708;3468;3468;3946;3977;9584,beach chair;beach chair;ukulele;sand castle;cassette player;beach towel;beach towel;outdoor table;shell arch;beach ball,"3122,0_0","3251,0_0",1.0.0,#fffce9,#d86808,lon00,WhJYGJgSfLF4ySXhh
Bunnie,,,,Rabbit,Female,Peppy,B,Fashion,5/9,tee-hee,Forest Life,"Hare today, gone tomorrow.",Cute,Cute,Green,Pink,9504,Toad parasol,purple dotted wall,white-paint flooring,1032;1783;2560;2596;2605;3251;3400;3467;3995;4003;4111;7134;7137;7144;7327;9502;9542;9766,magazine rack;corkboard;wooden chest;juicy-apple TV;wooden simple bed;gas range;dish-drying rack;tea set;cute DIY table;cute music player;old-fashioned alarm clock;wooden low table;wooden full-length mirror;Mom's cushion;apple rug;clothes closet;Mom's playful kitchen mat;mini fridge,"3995,0_0","3251,1_0",1.0.0,#fff2bb,#ff791f,rbt00,XNBZBNmNXxC5bxz4t
Butch,,,,Dog,Male,Cranky,B,Music,11/1,ROOOOOWF,K.K. Western,A house without either a cat or a dog is a sad house indeed.,Cool,Simple,Blue,Gray,3262,bat umbrella,western vista,highway flooring,146;1185;1567;1708;1881;3692;4140;4759;4759;9568,cone;phone box;oil barrel;cassette player;plastic canister;plain wooden shop sign;retro gas pump;throwback race-car bed;throwback race-car bed;construction sign,"3943,3_0","3251,3_0",1.0.0,#874c25,#ffaa3b,dog01,NPbD69TfvJAorLZ9a
Buzz,,,,Eagle,Male,Cranky,A,Nature,12/7,captain,Drivin',Pride'll put you in a pickle.,Simple,Active,Yellow,Red,3326,paper parasol,summit wall,parking flooring,971;1708;1802;1802;2556;3946;3947;4759;9767,snack machine;cassette player;drink machine;drink machine;garbage pail;outdoor table;outdoor bench;throwback race-car bed;garbage bin,"3943,3_0",3615,1.0.0,#fffce9,#d86808,pbr03,LWLRkHDisDgGdJ5ju
Cally,,,,Squirrel,Female,Normal,B,Nature,9/4,WHEE,K.K. Stroll,It's always teatime somewhere.,Cute,Elegant,Red,Green,3137,mush umbrella,backyard-fence wall,daisy meadow,333;1082;1170;1620;1624;1628;2319;3396;6080;7236,birdhouse;picnic basket;swinging bench;hammock;garden gnome;garden lantern;drinking fountain;natural garden table;tree's bounty big tree;lily record player,7142,"3270,1_0",1.0.0,#fffce9,#c0ab72,squ11,DvkaYEh9vM2SXJLCc
Camofrog,,,,Frog,Male,Cranky,B,Music,6/5,ten-hut,K.K. Safari,What you can't see can't hurt you.,Cool,Active,Blue,White,6835,vinyl umbrella,jungle wall,camo flooring,331;533;865;889;1143;1432;3822;4038;4043;4081;7142,birdbath;tree standee;birdcage;camp stove;smoker;lantern;pro tape recorder;log stool;log round table;camping cot;simple DIY workbench,7142,"3251,4_0",1.0.0,#fffce9,#76b788,flg03,5akmmJeoXXhcpdf8e
Canberra,,,,Koala,Female,Big Sister,A,Play,5/14,nuh uh,K.K. Island,It's never too late to start over.,Active,Cool,Green,Aqua,3383,melon umbrella,tropical vista,starry-sands flooring,664;665;1117;3345;3468;3684;5150;7148;7259;7259,beach chair;wave breaker;sand castle;lifeguard chair;beach towel;coconut juice;shell speaker;life ring;palm-tree lamp;palm-tree lamp,7142,"3270,1_0",1.0.0,#fff2bb,#ff791f,kal08,ugiHobiK9QnmA22ym
Candi,,,,Mouse,Female,Peppy,A,Play,4/13,sweetie,Neapolitan,"The players may change, but the music stays the same.",Simple,Cute,Aqua,Yellow,8593,blue shiny-bows parasol,white painted-wood wall,mint dot flooring,2560;3438;3490;3995;3998;4003;4027;7132;7134;7137;7232,wooden chest;wooden end table;wooden waste bin;cute DIY table;cute sofa;cute music player;floral swag;wooden double bed;wooden low table;wooden full-length mirror;mum cushion,"3995,0_0","3270,1_0",1.0.0,#fffce9,#ff6183,mus08,4CimNs6T9nDNQuiYH
Carmen,,,,Rabbit,Female,Peppy,B,Fashion,1/6,nougat,K.K. Stroll,Absence makes the heart grow fonder.,Elegant,Cute,Green,Beige,9421,orange umbrella,cute white wall,mint dot flooring,908;1227;1557;3252;3445;3995;4027;4030;4045;4048;4053;4054;4069;4129;4338;5543;5543;7531,upright vacuum;deluxe washer;wooden-block bed;LCD TV (50 in.);standard umbrella stand;cute DIY table;floral swag;bathroom towel rack;rattan waste bin;rattan towel basket;rattan armchair;rattan low table;table lamp;monstera;portable record player;wooden-block stool;wooden-block stool;ironing board,"3995,0_0","3251,1_0",1.0.0,#fffce9,#7a2500,rbt16,pAFu4JyZ333Ysoezk
Caroline,,,,Squirrel,Female,Normal,B,Music,7/15,hulaaaa,Pondering,New brooms sweep clean.,Cute,Gorgeous,Colorful,White,4729,petal parasol,manga-library wall,wooden-knot flooring,832;840;840;840;1598;1899;3195;3683;3697;3784;4101;4122;4122;4122;7527;9766,modern office chair;office desk;office desk;office desk;exercise ball;autograph cards;ironwood cart;plain sink;portable radio;den chair;fax machine;cartoonist's set;cartoonist's set;cartoonist's set;flower stand;mini fridge,"3122,0_0","3251,1_0",1.0.0,#fff2bb,#ff791f,squ06,Th3uHvMcYaf9eT2Df
Carrie,,,,Kangaroo,Female,Normal,A,Nature,12/5,little one,I Love You,A mother's work is never done.,Cute,Cute,Red,Colorful,8188,Toad parasol,yellow playroom wall,cork flooring,928;929;1043;1229;1757;1845;1888;2560;3251;3271;3305;3400;3438;3965;4017;4030;4111;7132;7258;7465;9502;9766,pot rack;air conditioner;microwave;bathroom sink;claw-foot tub;simple kettle;rice cooker;wooden chest;gas range;ironwood cupboard;baby chair;dish-drying rack;wooden end table;painting set;shower set;bathroom towel rack;old-fashioned alarm clock;wooden double bed;modeling clay;red dotted rug;clothes closet;mini fridge,"3943,3_0","3251,1_0",1.0.0,#fffce9,#e8b010,kgr02,igeZhX3Fqa8LdKEra
Cashmere,,,,Sheep,Female,Snooty,A,Fashion,4/2,baaaby,Farewell,100% Wool.,Gorgeous,Elegant,Purple,Beige,4599,exquisite parasol,rustic-stone wall,slate flooring,1153;2605;3438;3449;3943;4117;4119;4230;4338;5970;7133;7538;7681,spinning wheel;wooden simple bed;wooden end table;wooden stool;ironwood DIY workbench;wood-burning stove;macrame tapestry;glass holder with candle;portable record player;firewood;wooden mini table;simple medium purple mat;loom,"3943,1_0","3270,1_0",1.0.0,#85a2af,#bff2ff,shp04,dnRDXd86NcXDNHyf4
Celia,,,,Eagle,Female,Normal,A,Nature,3/25,feathers,K.K. Soul,It's the thought that counts.,Elegant,Cute,Pink,Green,3168,lacy parasol,white botanical-tile wall,light herringbone flooring,1288;2713;3270;3467;4046;4047;4049;4051;4052;4054;4111;4130;7236,fan palm;refrigerator;ironwood kitchenette;tea set;rattan end table;rattan stool;rattan wardrobe;rattan vanity;rattan bed;rattan low table;old-fashioned alarm clock;coconut wall planter;lily record player,"3943,4_0","3270,4_0",1.0.0,#848484,#ffffff,pbr09,L8cCZBvY4JW4KsDGy
Cephalobot,,,,Octopus,Male,Smug,B,Play,4/1,donk donk,K.K. Robot Synth,Take me to your pizza.,Simple,Active,Black,White,7855,rainbow umbrella,sci-fi wall,sci-fi flooring,292;543;4757;13306;13363;13502;13504;13508;13510,kitchen stove;operating-room cart;throwback skull radio;robot arm;inspection equipment;spaceship control panel;strategic meeting table;cold sleep pod;crew member's seat,"3122,6_0",292,2.0.0,#5e5e5e,#bfbfbf,ocp04,XSLfee37XThRe9tzQ
Cesar,,,,Gorilla,Male,Cranky,B,Fitness,9/6,highness,K.K. Cruisin',"As soon as you can grow a mustache, do it.",Cool,Elegant,Blue,Aqua,8532,logo umbrella,cityscape wall,simple blue flooring,794;1081;1798;1845;1870;3615;3681;4046;4109;4109;4118;4129;4138;4138;4138;4138;4139;4139;9766;10244,phonograph;upright piano;dinnerware;simple kettle;mug;open-frame kitchen;piano bench;rattan end table;double-door refrigerator;double-door refrigerator;magnetic knife rack;monstera;diner counter chair;diner counter chair;diner counter chair;diner counter chair;diner counter table;diner counter table;mini fridge;fragrance sticks,"3122,3_0",3615,1.0.0,#fff2bb,#ff791f,gor00,pDKMq8PfxWLXWrsvT
Chabwick,,,,Penguin,Male,Lazy,A,Play,12/24,blargh,K.K. Dub,"Live, laugh, lasagna.",Cute,Active,Yellow,Gray,3326,snowflake umbrella,ice wall,ice flooring,667;3416;3505;3505;3615;4003;4135;4375;12772;12785;12880,shaved-ice maker;soft-serve lamp;frozen counter;frozen counter;open-frame kitchen;cute music player;freezer;snowflake wreath;ice-cream display;iced coffee;standing shop sign,"3995,0_0",3615,2.0.0,#fffad4,#194c89,pgn07,wenQMk8ugpffDGzb8
Chadder,,,,Mouse,Male,Smug,A,Fitness,12/15,fromage,K.K. Soul,Meeting is just the start of us saying goodbye.,Elegant,Gorgeous,Black,Gray,4440,mint umbrella,cityscape wall,dark wood-pattern flooring,794;929;1840;2776;3428;3468;3683;3971;4015;4030;4098;4129,phonograph;air conditioner;whirlpool bath;tankless toilet;wall-mounted TV (50 in.);beach towel;plain sink;imperial partition;shower booth;bathroom towel rack;bidet;monstera,"3943,2_0","3616,4_0",1.0.0,#9b553a,#ffd00d,mus18,4BLXuRhdjJ9TzvRyA
Chai,,,,Elephant,Female,Peppy,A,Play,3/6,flap flap,K.K. Bossa,He who chases two rabbits catches none.,Cute,Elegant,Blue,Aqua,13298,raindrop umbrella,Cinnamoroll wall,Cinnamoroll flooring,1845;2713;3251;3995;4003;12246;12247;12248;12250;12251;12273;12288,simple kettle;refrigerator;gas range;cute DIY table;cute music player;Cinnamoroll table;Cinnamoroll parasol;Cinnamoroll signage;Cinnamoroll stool;Cinnamoroll tray;Cinnamoroll sofa;Cinnamoroll rug,"3995,1_0","3251,1_0",1.9.0,#52b8ec,#cefdff,elp11,DRPWaLbA7TZk384XR
Charlise,,,,Bear,Female,Big Sister,B,Fitness,4/17,urgh,Mr. K.K.,Actions speak louder than words.,Active,Cute,Red,Orange,3244,gelato umbrella,tree-lined wall,racetrack flooring,787;1598;1870;2010;2010;3946;3947;3960;4081;4226,tape deck;exercise ball;mug;ball;ball;outdoor table;outdoor bench;handy water cooler;camping cot;basketball hoop,"3122,0_0","3251,2_0",1.0.0,#28665a,#78dd62,bea12,QqCXo64EBwXSrukSr
Chelsea,,,,Deer,Female,Normal,A,Play,1/18,pound cake,K.K. Stroll,Always look a gift horse in the mouth.,Cute,Gorgeous,Pink,White,13759,candy umbrella,My Melody wall,My Melody flooring,742;1757;3251;3995;4003;4017;10244;12263;12264;12265;12266;12267;12292,fireplace;claw-foot tub;gas range;cute DIY table;cute music player;shower set;fragrance sticks;My Melody table;My Melody dresser;My Melody chair;My Melody clock;My Melody bed;My Melody rug,"3995,0_0","3251,1_0",1.9.0,#fff9f9,#feaaaa,der10,HuvL3cvb6d7M7TiuA
Cheri,,,,Bear cub,Female,Peppy,B,Fashion,3/17,tralala,K.K. Disco,Good things come in small packages.,Simple,Cute,Yellow,Aqua,8818,kiwi umbrella,red dotted wall,simple white flooring,928;1125;1757;2554;2776;3251;3560;3624;3672;3993;4000;4003;4017;4030;4125;4132;7380;7380;9766,pot rack;revolving spice rack;claw-foot tub;double sofa;tankless toilet;gas range;iron worktable;cute bed;cardboard box;analog kitchen scale;cute tea table;cute music player;shower set;bathroom towel rack;wooden bookshelf;yucca;natural wooden-deck rug;natural wooden-deck rug;mini fridge,"3995,3_0","3251,2_0",1.0.0,#fffce9,#db6161,cbr10,MpumYkzF382cPoRt5
Cherry,,,,Dog,Female,Big Sister,A,Music,5/11,what what,K.K. D&B,"One dog barks at something, the rest bark at him.",Cool,Elegant,Black,Purple,8207,spider umbrella,cityscape wall,skull-print flooring,1840;3468;3615;3943;3958;4017;4030;7232;7232;7235;7382;7821;10244,whirlpool bath;beach towel;open-frame kitchen;ironwood DIY workbench;antique mini table;shower set;bathroom towel rack;mum cushion;mum cushion;rose bed;black wooden-deck rug;bathrobe;fragrance sticks,"3943,2_0",3615,1.0.0,#fffce9,#ff6183,dog17,tafi3Cfsf4wbwC9LW
Chester,,,,Bear cub,Male,Lazy,B,Play,8/6,rookie,Imperial K.K.,Sleep early. Wake late.,Simple,Simple,Yellow,Green,3462,rainbow umbrella,bamboo-grove wall,bamboo flooring,710;710;3555;5977;5977;5978;5979;7348;9698;10743,bamboo bench;bamboo bench;bamboo doll;bamboo-shoot lamp;bamboo-shoot lamp;bamboo lunch box;bamboo noodle slide;red carpet;Baby panda;bamboo speaker,"3122,0_0",717,1.0.0,#848484,#ffffff,cbr15,46bDn76rBA3hNjFZu
Chevre,,,,Goat,Female,Normal,B,Education,3/6,la baa,K.K. Chorale,"If you're gonna dream, dream big.",Cute,Elegant,Red,Pink,4368,mini-flower-print umbrella,white botanical-tile wall,black iron-parquet flooring,998;1875;2554;3681;4051;4052;4054;4114;6505;7236,kitchen island;grand piano;double sofa;piano bench;rattan vanity;rattan bed;rattan low table;tissue box;Nan's photo;lily record player,"1241,4_0","998,0_0",1.0.0,#848484,#ffffff,goa00,XutRmNyAP4NogwPaR
Chief,,,,Wolf,Male,Cranky,B,Music,12/19,harrumph,Rockin' K.K.,Don't wish it were easier; wish you were better.,Cool,Simple,White,Gray,3328,vinyl umbrella,street-art wall,paintball flooring,787;870;1759;1823;1889;1899;2020;2432;2556;3193;3672;3948;3965;7161;7404;8096,tape deck;book stands;stack of books;trash bags;ring;autograph cards;director's chair;Rockin' K.K.;garbage pail;ironwood chair;cardboard box;accessories stand;painting set;cardboard bed;blue vinyl sheet;record box,"3943,3_0","3270,3_0",1.0.0,#874c25,#ffaa3b,wol00,d3STnZCPAxLzrEzMd
Chops,,,,Pig,Male,Smug,A,Education,10/13,zoink,K.K. Moody,You can't have your cake and eat it too.,Gorgeous,Elegant,Red,Green,3231,two-tone umbrella,black-crown wall,simple red flooring,742;794;863;1081;1103;3340;3561;3954;3958;4029,fireplace;phonograph;billiard table;upright piano;rocking chair;deer decoration;iron hanger stand;antique clock;antique mini table;rotary phone,"3943,2_0","3270,2_0",1.0.0,#8b5f57,#d8cc39,pig14,8t9Bc5vqJ2vbtcjf5
Chow,,,,Bear,Male,Cranky,B,Fitness,7/22,aiya,Imperial K.K.,All good things must come to an end.,Cool,Gorgeous,Black,White,4327,busted umbrella,bamboo-grove wall,bamboo flooring,710;794;3553;3553;3553;3555;3555;3557;3557;3658;5979,bamboo bench;phonograph;bamboo partition;bamboo partition;bamboo partition;bamboo doll;bamboo doll;bamboo floor lamp;bamboo floor lamp;bamboo basket;bamboo noodle slide,"3943,1_0","3270,3_0",1.0.0,#634b4b,#f2bdc7,bea03,M3LhuYKZCmR5K9ckA
Chrissy,,,,Rabbit,Female,Peppy,B,Fashion,8/28,sparkles,Bubblegum K.K.,A fool and their Bells are soon parted.,Cute,Cute,Pink,White,8295,white shiny-bows parasol,red dotted wall,cute red-tile flooring,3624;3995;3996;3997;3998;3999;4000;4001;4002;4003;6675,cute bed;cute DIY table;cute wall-mounted clock;cute wardrobe;cute sofa;cute chair;cute tea table;cute vanity;cute floor lamp;cute music player;Francine's photo,"3995,0_0","3251,1_0",1.0.0,#fffce9,#f993ce,rbt13,pYMsB8AHagkRht8RX
