Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
bathrobe,,,Green,No,720,180,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Elegant,comfy,4,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLBathrobes3,65,7819,gjHaiKH55sce26ZSY
bathrobe,,,Blue,No,720,180,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Elegant,comfy,5,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLBathrobes2,65,7818,XY5ESy5YS2XvYXPYa
bathrobe,,,Purple,No,720,180,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Elegant,comfy,6,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLBathrobes4,65,7820,6z4GYHuFH3sZinmww
bathrobe,,,Brown,No,720,180,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Elegant,comfy,7,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLBathrobes6,65,7822,98b39TTftthoRbnsR
bear costume,,,Brown,No,1700,425,51,Brown,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLBear0,163,3417,hjNai4dfzoqt6oX2m
bear costume,,,Black,No,1700,425,51,Black,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLBear1,163,9628,tbpLhy27tD3AQPYCD
bear costume,,,Pink,No,1700,425,51,Pink,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLBear2,163,9629,mB4TGMowDroYHofZt
bear costume,,,Blue,No,1700,425,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,4,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLBear3,163,9630,rs5SZ3Qh4gxjafnSM
bekasab robe,,,Red,No,2520,630,51,Red,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; formal,1,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLUzbek0,1157,10906,Q34fhddd9EffXaHvS
bekasab robe,,,Camel,No,2520,630,51,Orange,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; formal,2,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLUzbek2,1157,11996,eq8oNByquPyya2TuN
bekasab robe,,,Blue,No,2520,630,51,Aqua,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; formal,3,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLUzbek1,1157,11995,qPLZ3iuMRK7o5CnWK
bekasab robe,,,Purple,No,2520,630,51,Purple,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; formal,4,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLUzbek3,1157,11997,36BRJXGD3tMyAmc2g
belted dotted dress,,,Pink,No,2000,500,51,Pink,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Simple,fairy tale; party; vacation,1,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHPolkadot1,41,8866,aoGyqkZ4sz3rm5W9h
belted dotted dress,,,Yellow,No,2000,500,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Simple,fairy tale; party; vacation,2,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHPolkadot2,41,8867,bkwKdTiDoub9FjgBg
belted dotted dress,,,Green,No,2000,500,51,Green,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Simple,fairy tale; party; vacation,3,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHPolkadot3,41,8868,ABXLKuYheFcunS3pk
belted dotted dress,,,Light blue,No,2000,500,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Simple,fairy tale; party; vacation,4,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHPolkadot0,41,3054,PwiZ9vT4c8kDb3F83
bingata dress,,,NA,No,2520,630,51,Yellow,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Gorgeous,theatrical,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLBingata0,1159,10908,XfmN6jSCvgu5jd6Y6
blossom dress,,,Pink,No,1500,375,51,Pink,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,1,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHFlower0,45,3069,GqYyjv48SGxMn4GuZ
blossom dress,,,Yellow,No,1500,375,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,2,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHFlower2,45,8807,uSPwJQvogSRpTTviE
blossom dress,,,Green,No,1500,375,51,Green,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,3,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHFlower3,45,8808,5wRSMJBtc72WxCajX
blossom dress,,,Blue,No,1500,375,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,4,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHFlower1,45,8806,htYweYAfTJ9GJrQzZ
blossom dress,,,Purple,No,1500,375,51,Purple,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,5,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHFlower4,45,8809,EZHMvPc53oJhSGAtT
blossoming kimono,,,Pink,No,3220,805,51,Pink,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,formal; party,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLUme0,188,3572,2DCsWtgzNsYcGh56w
blossoming kimono,,,Green tea,No,3220,805,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,formal; party,2,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLUme1,188,8980,JpsCXspD9GyZr2CHg
boa parka,,,Gray,No,1800,450,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; outdoorsy; comfy,1,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLBore2,470,7982,uqCRPjmFqdAciwCS7
boa parka,,,Pink,No,1800,450,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; outdoorsy; comfy,2,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLBore3,470,7983,ockTRKCSKitWDMQnK
boa parka,,,Mint,No,1800,450,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Cute,everyday; outdoorsy; comfy,3,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLBore0,470,4604,q4LZzkARHi5RcyS2z
boa parka,,,Purple,No,1800,450,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; outdoorsy; comfy,4,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLBore1,470,7981,Ykh2csg5jNzWWNKXs
Bohemian tunic dress,,,Navy blue,No,1900,475,51,Gray,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Cute,everyday; comfy; vacation,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLBohemian1,348,8593,fNqA8hLL4ASq32SAM
Bohemian tunic dress,,,Red,No,1900,475,51,Beige,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Cute,everyday; comfy; vacation,2,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLBohemian0,348,4409,RCDLSmXjZZgrYgbzN
Bohemian tunic dress,,,Green,No,1900,475,51,Beige,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Cute,everyday; comfy; vacation,3,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLBohemian2,348,8594,sGh95yCJkzDWrSTTW
bold muumuu,,,Pink,No,1600,400,51,Pink,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Active,Gorgeous,comfy; vacation,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNPolynesia1,1019,8604,6QhkL2fSo3kgqeGvG
bold muumuu,,,Navy blue,No,1600,400,51,Blue,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Active,Gorgeous,comfy; vacation,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNPolynesia0,1019,8190,3XZaJAkpmWQCriPfT
bolero coat,,,Pink,No,2080,520,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale; comfy,1,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLBolerocoat0,313,4334,NJHcQoiKTqwiKp8nQ
bolero coat,,,Yellow,No,2080,520,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale; comfy,2,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLBolerocoat1,313,8441,ZfjpHYHKLozqxZ7qA
bolero coat,,,Green,No,2080,520,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale; comfy,3,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLBolerocoat3,313,8443,dKjjbBaEyMjzZADyr
bolero coat,,,Blue,No,2080,520,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale; comfy,4,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLBolerocoat2,313,8442,NMPcsF6BSya9oqGeM
bone costume,,,NA,No,1280,320,51,Black,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,fairy tale; goth,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLBoneWhite,200,3609,GQXHPDBvGeC7ud3RM
box-skirt uniform,,,Gray,No,2300,575,51,Gray,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform4,216,7575,idv2BMcA23w3GaDLy
box-skirt uniform,,,Black,No,2300,575,51,Black,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,2,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform1,216,7572,dwDSeGqzshrAJdhkG
box-skirt uniform,,,Red,No,2300,575,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,3,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform5,216,7576,Hv5cpPpWqCwqgYvYw
box-skirt uniform,,,Green,No,2300,575,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,4,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform3,216,7574,2jQPzXpkeZmMxvx9w
box-skirt uniform,,,Light blue,No,2300,575,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,5,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform2,216,7573,KNF9iwH9ngDTqnKk4
box-skirt uniform,,,Navy blue,No,2300,575,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,6,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform0,216,3662,3CFkchA3Zfxz9DnWs
box-skirt uniform,,,Brown,No,2300,575,51,Brown,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,7,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform6,216,7577,CsvFf2cCyMhyPFqw5
bubble-skirt party dress,,,Red,No,2500,625,51,Red,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,1,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble7,278,7898,bgdzEm2gnaxaLcg2w
bubble-skirt party dress,,,Pink,No,2500,625,51,Pink,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,2,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble0,278,4264,agJbh38EWokmNbPgf
bubble-skirt party dress,,,Orange,No,2500,625,51,Orange,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,3,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble6,278,7897,riHhent3vQqegbgWk
bubble-skirt party dress,,,Yellow,No,2500,625,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,4,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble5,278,7896,tg76ovWWJtRgGHAc8
bubble-skirt party dress,,,Green,No,2500,625,51,Green,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,5,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble4,278,7895,XXqS6gMTkwvt29PLQ
bubble-skirt party dress,,,Light blue,No,2500,625,51,Aqua,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,6,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble3,278,7894,7KAdP2tCycDcCBQdR
bubble-skirt party dress,,,Blue,No,2500,625,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,7,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble2,278,7893,gkpvRugnC3Cv2mNXE
bubble-skirt party dress,,,Purple,No,2500,625,51,Purple,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,8,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble1,278,7892,XidtQ7qicf2oQy38x
bunny dress,,,White,No,1800,450,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party,1,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRabbit2,61,9623,7xzu4Ys5ayDMh3QkL
bunny dress,,,Pink,No,1800,450,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party,2,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRabbit0,61,3146,KQ5QsgF3P2WxrTvhB
bunny dress,,,Yellow,No,1800,450,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party,3,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRabbit1,61,9622,p22BcWCbkCwbKfdGf
butterfly visiting kimono,,,Black,No,2660,665,51,Black,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Cute,formal; party,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLButterfly0,914,6025,2tXmnh6dsLpeXXzTz
butterfly visiting kimono,,,Indigo blue,No,2660,665,51,Blue,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Cute,formal; party,2,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLButterfly1,914,9002,Q4NnC2ukrEWQ8shqY
butterfly visiting kimono,,,Fuchsia,No,2660,665,51,Purple,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Cute,formal; party,3,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLButterfly2,914,9003,ZhwvywiRTTBSkzFng
café-uniform dress,,,Pink,No,1600,400,51,Pink,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; work,1,Yes,A-line,H,For sale,2.0.0,Yes,TopsTexOnepieceAlineHCafecute0,1446,14751,XPsFZ5EuYK5YQ6CmA
café-uniform dress,,,Orange,No,1600,400,51,Orange,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; work,2,Yes,A-line,H,For sale,2.0.0,Yes,TopsTexOnepieceAlineHCafecute2,1446,14946,w5bdfw737CSQjafQ5
café-uniform dress,,,Green,No,1600,400,51,Green,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; work,3,Yes,A-line,H,For sale,2.0.0,Yes,TopsTexOnepieceAlineHCafecute3,1446,14947,oTdTpj9G6PMFkNcaL
café-uniform dress,,,Light blue,No,1600,400,51,Aqua,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; work,4,Yes,A-line,H,For sale,2.0.0,Yes,TopsTexOnepieceAlineHCafecute1,1446,14945,dADqGhaRAwjD65L2c
casual chic dress,,,Pink,No,2400,600,51,Pink,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,1,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur2,462,8599,qrDjNj9z9tsBBkFDy
casual chic dress,,,Yellow,No,2400,600,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,2,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur0,462,4596,HxJuZMqqfqwZ3yQ6g
casual chic dress,,,Green,No,2400,600,51,Green,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,Summer,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,3,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur3,462,8600,D7RAkYz7aTCKeQKY3
casual chic dress,,,Light blue,No,2400,600,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,4,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur1,462,8598,MaT29CPxJiqDQnewm
casual chic dress,,,Navy blue,No,2400,600,51,Blue,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,5,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur4,462,8601,FqAuiLYPXsMEPxaFk
casual chic dress,,,Purple,No,2400,600,51,Purple,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,6,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur5,462,8602,PtZiAPuN3NRFLLWgY
casual kimono,,,Green,No,2000,500,51,Green,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,All Year,All Year,NA,Manly,Manly,Cool,Simple,everyday,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLKinagashi2,318,9216,HT8Lu48j3m8shvz4B
casual kimono,,,Aqua,No,2000,500,51,Aqua,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,All Year,All Year,NA,Manly,Manly,Cool,Simple,everyday,2,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLKinagashi1,318,9215,jwC9dmFJnsmbkdse7
casual kimono,,,Dark blue,No,2000,500,51,Blue,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,All Year,All Year,NA,Manly,Manly,Cool,Simple,everyday,3,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLKinagashi0,318,4342,PKmcxZDiorL3Rz83t
casual kimono,,,Mustard,No,2000,500,51,Brown,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,All Year,All Year,NA,Manly,Manly,Cool,Simple,everyday,4,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLKinagashi3,318,9217,GPp5hBycht292wA9z
cat dress,,,White,No,1800,450,51,White,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLCat2,67,9625,6sgrrCZPeuRbSExnR
cat dress,,,Navy blue,No,1800,450,51,Blue,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,2,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLCat0,67,3167,rvt2Jdk4KsCn66uay
cat dress,,,Brown,No,1800,450,51,Brown,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,3,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLCat1,67,9624,qcN4eke6XEupE2z4N
